"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7333","page object model","chromium","Sun Jun 15 15:24:33 IST 2025","passed","Sun Jun 15 15:24:41 IST 2025","","PageObjectDemo.spec.js","",""
